"region","system","network","isIO","instanceId","vCpu","memory","intranetGbps","intranetPPS","hourlyPrice","weeklyPrice","standard","monthlyPrice","yearlyPrice","2yearPrice","3yearPrice","4yearPrice","5yearPrice"
"ap-southeast-5","windows","vpc","true","ecs.i2.2xlarge",8,64,2,100,"6.41","1028.71","3673.99","3673.99","37474.7","61723.03","72745.0","79358.18","83766.97"
"ap-southeast-5","windows","vpc","true","ecs.r5.2xlarge",8,64,2.5,50,"6.47","1012.75","3616.99","3616.99","36893.3","60765.43","71616.4","78126.98","82467.37"
"ap-southeast-5","windows","vpc","true","ecs.ic5.3xlarge",12,12,4,90,"6.33","1064.55","3801.99","3801.99","38780.3","63873.43","75279.4","82122.98","86685.37"
"ap-southeast-5","windows","vpc","true","ecs.c5.3xlarge",12,24,4,90,"6.66","1120.55","4001.99","4001.99","40820.3","67233.43","79239.4","86442.98","91245.37"
"ap-southeast-5","windows","vpc","true","ecs.hfc5.3xlarge",12,24,2.5,130,"7.99","1345.6","4805.75","4565.46","43251.75","69202.8","77853.15","83043.36","86503.5"
"ap-southeast-5","windows","vpc","true","ecs.g5.3xlarge",12,48,4,90,"8.6","1407.55","5026.99","5026.99","51275.3","84453.43","99534.4","108582.98","114615.37"
"ap-southeast-5","windows","vpc","true","ecs.hfg5.3xlarge",12,48,2.5,130,"8.81","1480.07","5285.99","5021.69","47573.91","76118.26","85633.04","91341.91","95147.82"
"ap-southeast-5","windows","vpc","true","ecs.gn6e-c12g1.3xlarge",12,92,5,80,"31.808","4741.34","16933.39","16933.39","203200.64","406401.28","609601.91","812802.56","1016003.2"
"ap-southeast-5","windows","vpc","true","ecs.r5.3xlarge",12,96,4,90,"9.7","1519.27","5425.99","5425.99","55345.1","91156.63","107434.6","117201.38","123712.57"
"ap-southeast-5","windows","vpc","true","ecs.ic5.4xlarge",16,16,5,100,"8.44","1419.59","5069.99","5069.99","51713.9","85175.83","100385.8","109511.78","115595.77"
"ap-southeast-5","windows","vpc","true","ecs.t5-c1m1.4xlarge",16,16,1.2,60,"2.422","346.63","1237.99","1176.09","11141.91","17827.06","20055.44","21392.47","22283.82"
"ap-southeast-5","windows","vpc","true","ecs.c5.4xlarge",16,32,5,100,"8.87","1494.07","5335.99","5335.99","54427.1","89644.63","105652.6","115257.38","121660.57"
"ap-southeast-5","windows","vpc","true","ecs.hfc5.4xlarge",16,32,3,160,"10.66","1794.1","6407.55","6087.17","57667.95","92268.72","103802.31","110722.46","115335.9"
"ap-southeast-5","windows","vpc","true","ecs.t5-c1m2.4xlarge",16,32,1.2,60,"3.355","480.47","1715.99","1630.19","15443.91","24710.26","27799.04","29652.31","30887.82"
"ap-southeast-5","windows","vpc","true","ecs.gn6i-c16g1.4xlarge",16,62,6,100,"18.95","2728.6","9745.03","9745.03","99399.3","163716.51","192951.6","210492.65","222186.69"
"ap-southeast-5","windows","vpc","true","ecs.g5.4xlarge",16,64,5,100,"11.47","1876.83","6702.99","6702.99","68370.5","112610.23","132719.2","144784.58","152828.17"
"ap-southeast-5","windows","vpc","true","ecs.hfg5.4xlarge",16,64,3,160,"11.736","1973.42","7047.99","6695.59","63431.91","101491.05","114177.44","121789.26","126863.82"
"ap-southeast-5","windows","vpc","true","ecs.g5ne.4xlarge",16,64,7,300,"17.554","2362.47","8437.43","8437.43","86061.79","141748.82","167061.11","182248.49","192373.4"
"ap-southeast-5","windows","vpc","true","ecs.r5.4xlarge",16,128,5,100,"12.93","2025.79","7234.99","7234.99","73796.9","121547.83","143252.8","156275.78","164957.77"
"ap-southeast-5","windows","vpc","true","ecs.i2.4xlarge",16,128,3,150,"12.82","2057.43","7347.99","7347.99","74949.5","123446.23","145490.2","158716.58","167534.17"
"ap-southeast-5","windows","vpc","true","ecs.c5.6xlarge",24,48,7.5,150,"13.31","2241.39","8004.99","8004.99","81650.9","134483.83","158498.8","172907.78","182513.77"
"ap-southeast-5","windows","vpc","true","ecs.hfc5.6xlarge",24,48,4.5,200,"15.99","2691.07","9610.99","9130.44","86498.91","138398.26","155698.04","166077.91","172997.82"
"ap-southeast-5","windows","vpc","true","ecs.gn6i-c24g1.6xlarge",24,93,7.5,120,"25.24","3633.59","12977.13","12977.13","132366.72","218015.79","256947.18","280306.01","295878.57"
"ap-southeast-5","windows","vpc","true","ecs.g5.6xlarge",24,96,7.5,150,"17.21","2815.39","10054.99","10054.99","102560.9","168923.83","199088.8","217187.78","229253.77"
"ap-southeast-5","windows","vpc","true","ecs.hfg5.6xlarge",24,96,4.5,200,"17.607","2960.29","10572.51","10043.88","95152.59","152244.14","171274.66","182692.97","190305.18"
"ap-southeast-5","windows","vpc","true","ecs.r5.6xlarge",24,192,7.5,150,"19.4","3038.55","10851.99","10851.99","110690.3","182313.43","214869.4","234402.98","247425.37"
"ap-southeast-5","windows","vpc","true","ecs.hfc5.8xlarge",32,64,6,250,"21.32","3588.19","12814.99","12174.24","115334.91","184535.86","207602.84","221443.03","230669.82"
"ap-southeast-5","windows","vpc","true","ecs.c5.8xlarge",32,64,10,200,"17.75","2988.43","10672.99","10672.99","108864.5","179306.23","211325.2","230536.58","243344.17"
"ap-southeast-5","windows","vpc","true","ecs.hfg5.8xlarge",32,128,6,250,"23.471","3947.05","14096.65","13391.82","126869.85","202991.76","228365.73","243590.11","253739.7"
"ap-southeast-5","windows","vpc","true","ecs.g5.8xlarge",32,128,10,200,"22.94","3753.67","13405.99","13405.99","136741.1","225220.63","265438.6","289569.38","305656.57"
"ap-southeast-5","windows","vpc","true","ecs.g5ne.8xlarge",32,128,15,600,"35.108","4724.95","16874.87","16874.87","172123.67","283497.82","334122.43","364497.2","384747.04"
"ap-southeast-5","windows","vpc","true","ecs.i2.8xlarge",32,256,6,200,"25.63","4114.59","14694.99","14694.99","149888.9","246875.83","290960.8","317411.78","335045.77"
"ap-southeast-5","windows","vpc","true","ecs.r5.8xlarge",32,256,10,200,"25.86","4051.31","14468.99","14468.99","147583.7","243079.03","286486.0","312530.18","329892.97"
"ap-southeast-5","windows","vpc","true","ecs.gn6i-c24g1.12xlarge",48,186,15,240,"50.48","7269.13","25961.22","25961.22","264804.45","436148.49","514032.15","560762.35","591915.81"
"ap-southeast-5","windows","vpc","true","ecs.gn6e-c12g1.12xlarge",48,368,16,240,"127.231","18965.38","67733.55","67733.55","812802.56","1625605.11","2438407.67","3251210.23","4064012.78"
"ap-southeast-5","windows","vpc","true","ecs.hfg5.14xlarge",56,160,10,400,"41.077","6907.31","24668.99","23435.54","222020.91","355233.46","399637.64","426280.15","444041.82"
"ap-southeast-5","windows","vpc","true","ecs.c5.16xlarge",64,128,20,400,"35.5","5976.87","21345.99","21345.99","217729.1","358612.63","422650.6","461073.38","486688.57"
"ap-southeast-5","windows","vpc","true","ecs.g5.16xlarge",64,256,20,400,"45.89","7507.63","26812.99","26812.99","273492.5","450458.23","530897.2","579160.58","611336.17"
"ap-southeast-5","windows","vpc","true","ecs.g5ne.16xlarge",64,256,30,1200,"70.216","9449.92","33749.76","33749.76","344247.55","566995.97","668245.25","728994.81","769494.53"
"ap-southeast-5","windows","vpc","true","ecs.i2.16xlarge",64,512,10,400,"51.25","8229.19","29389.99","29389.99","299777.9","493751.83","581921.8","634823.78","670091.77"
"ap-southeast-5","windows","vpc","true","ecs.r5.16xlarge",64,512,20,400,"51.73","8102.63","28937.99","28937.99","295167.5","486158.23","572972.2","625060.58","659786.17"
"ap-southeast-5","windows","vpc","true","ecs.g5ne.18xlarge",72,288,33,1350,"78.993","10631.17","37968.48","37968.48","387278.49","637870.47","751775.91","820119.17","865681.35"
"ap-southeast-5","windows","vpc","true","ecs.ebmc5s.24xlarge",96,192,30,450,"53.25","8965.31","32019.0","32019.0","326593.8","537919.2","633976.2","691610.4","730033.2"
"ap-southeast-5","windows","vpc","true","ecs.gn6i-c24g1.24xlarge",96,372,30,480,"100.15","14421.25","51504.49","51504.49","525345.8","865275.43","1019788.9","1112496.98","1174302.37"
"ap-southeast-5","windows","vpc","true","ecs.ebmg5s.24xlarge",96,384,30,450,"68.83","11261.31","40219.0","38208.05","361971.0","579153.6","651547.8","694984.32","723942.0"
"ap-southeast-5","windows","vpc","true","ecs.gn6e-c12g1.24xlarge",96,736,32,480,"254.462","37930.77","135467.09","135467.09","1625605.11","3251210.23","4876815.34","6502420.45","8128025.56"
"ap-southeast-5","windows","vpc","true","ecs.ebmr5s.24xlarge",96,768,30,450,"77.59","12153.95","43407.0","43407.0","442751.4","729237.6","859458.6","937591.2","989679.6"
"cn-shenzhen","windows","vpc","true","ecs.s6-c1m1.small",1,1,0.1,15,"0.115","9.23","33.0","33.0","336.6","554.4","653.4","712.8","752.4"
"cn-shenzhen","windows","vpc","true","ecs.s6-c1m2.small",1,2,0.1,15,"0.208","16.79","60.0","60.0","612.0","1008.0","1188.0","1296.0","1368.0"
"cn-shenzhen","windows","vpc","true","ecs.s6-c1m4.small",1,4,0.1,15,"0.312","25.19","90.0","90.0","918.0","1512.0","1782.0","1944.0","2052.0"
"cn-shenzhen","windows","vpc","true","ecs.t6-c2m1.large",2,1,0.08,6,"0.059","4.75","17.0","17.0","173.4","285.6","336.6","367.2","387.6"
"cn-shenzhen","windows","vpc","true","ecs.t6-c1m1.large",2,2,0.08,10,"0.118","9.51","34.0","34.0","346.8","571.2","673.2","734.4","775.2"
"cn-shenzhen","windows","vpc","true","ecs.t6-c1m2.large",2,4,0.08,10,"0.236","19.03","68.0","68.0","693.6","1142.4","1346.4","1468.8","1550.4"
"cn-shenzhen","windows","vpc","true","ecs.hfc6.large",2,4,1,30,"0.448","60.19","215.0","215.0","2193.0","3612.0","4257.0","4644.0","4902.0"
"cn-shenzhen","windows","vpc","true","ecs.c6.large",2,4,1,30,"0.39","52.35","187.0","187.0","1907.4","3141.6","3702.6","4039.2","4263.6"
"cn-shenzhen","windows","vpc","true","ecs.s6-c1m2.large",2,4,0.2,20,"0.417","33.59","120.0","120.0","1224.0","2016.0","2376.0","2592.0","2736.0"
"cn-shenzhen","windows","vpc","true","ecs.c6e.large",2,4,10,90,"0.41","55.15","197.0","197.0","2009.4","3309.6","3900.6","4255.2","4491.6"
"cn-shenzhen","windows","vpc","true","ecs.s6-c1m4.large",2,8,0.4,20,"0.625","50.39","180.0","180.0","1836.0","3024.0","3564.0","3888.0","4104.0"
"cn-shenzhen","windows","vpc","true","ecs.g6.large",2,8,1,30,"0.5","67.19","240.0","240.0","2448.0","4032.0","4752.0","5184.0","5472.0"
"cn-shenzhen","windows","vpc","true","ecs.t6-c1m4.large",2,8,0.08,10,"0.472","38.07","136.0","136.0","1387.2","2284.8","2692.8","2937.6","3100.8"
"cn-shenzhen","windows","vpc","true","ecs.hfg6.large",2,8,1,30,"0.55","73.91","264.0","264.0","2692.8","4435.2","5227.2","5702.4","6019.2"
"cn-shenzhen","windows","vpc","true","ecs.g6e.large",2,8,10,90,"0.55","73.91","264.0","264.0","2692.8","4435.2","5227.2","5702.4","6019.2"
"cn-shenzhen","windows","vpc","true","ecs.hfr6.large",2,16,1,30,"0.729","97.99","350.0","350.0","3570.0","5880.0","6930.0","7560.0","7980.0"
"cn-shenzhen","windows","vpc","true","ecs.r6.large",2,16,1,30,"0.66","89.03","318.0","318.0","3243.6","5342.4","6296.4","6868.8","7250.4"
"cn-shenzhen","windows","vpc","true","ecs.r6e.large",2,16,10,90,"0.729","97.99","350.0","350.0","3570.0","5880.0","6930.0","7560.0","7980.0"
"cn-shenzhen","windows","vpc","true","ecs.hfc6.xlarge",4,8,1.5,50,"0.896","120.39","430.0","430.0","4386.0","7224.0","8514.0","9288.0","9804.0"
"cn-shenzhen","windows","vpc","true","ecs.s6-c1m2.xlarge",4,8,0.4,30,"0.833","67.19","240.0","240.0","2448.0","4032.0","4752.0","5184.0","5472.0"
"cn-shenzhen","windows","vpc","true","ecs.c6.xlarge",4,8,1.5,50,"0.78","104.71","374.0","374.0","3814.8","6283.2","7405.2","8078.4","8527.2"
"cn-shenzhen","windows","vpc","true","ecs.c6e.xlarge",4,8,10,100,"0.821","110.31","394.0","394.0","4018.8","6619.2","7801.2","8510.4","8983.2"
"cn-shenzhen","windows","vpc","true","ecs.t6-c1m4.xlarge",4,16,0.16,20,"0.944","76.15","272.0","272.0","2774.4","4569.6","5385.6","5875.2","6201.6"
"cn-shenzhen","windows","vpc","true","ecs.s6-c1m4.xlarge",4,16,0.8,30,"1.25","100.79","360.0","360.0","3672.0","6048.0","7128.0","7776.0","8208.0"
"cn-shenzhen","windows","vpc","true","ecs.g6.xlarge",4,16,1.5,50,"1.0","134.39","480.0","480.0","4896.0","8064.0","9504.0","10368.0","10944.0"
"cn-shenzhen","windows","vpc","true","ecs.hfg6.xlarge",4,16,1.5,50,"1.1","147.83","528.0","528.0","5385.6","8870.4","10454.4","11404.8","12038.4"
"cn-shenzhen","windows","vpc","true","ecs.g6e.xlarge",4,16,10,100,"1.1","147.83","528.0","528.0","5385.6","8870.4","10454.4","11404.8","12038.4"
"cn-shenzhen","windows","vpc","true","ecs.r6.xlarge",4,32,1.5,50,"1.33","178.07","636.0","636.0","6487.2","10684.8","12592.8","13737.6","14500.8"
"cn-shenzhen","windows","vpc","true","ecs.r6e.xlarge",4,32,10,100,"1.458","195.99","700.0","700.0","7140.0","11760.0","13860.0","15120.0","15960.0"
"cn-shenzhen","windows","vpc","true","ecs.hfr6.xlarge",4,32,1.5,50,"1.458","195.99","700.0","700.0","7140.0","11760.0","13860.0","15120.0","15960.0"
"cn-shenzhen","windows","vpc","true","ecs.c6.2xlarge",8,16,2.5,80,"1.56","209.43","748.0","748.0","7629.6","12566.4","14810.4","16156.8","17054.4"
"cn-shenzhen","windows","vpc","true","ecs.hfc6.2xlarge",8,16,2.5,80,"1.792","240.79","860.0","860.0","8772.0","14448.0","17028.0","18576.0","19608.0"
"cn-shenzhen","windows","vpc","true","ecs.c6e.2xlarge",8,16,10,160,"1.642","220.63","788.0","788.0","8037.6","13238.4","15602.4","17020.8","17966.4"
"cn-shenzhen","windows","vpc","true","ecs.s6-c1m2.2xlarge",8,16,0.8,60,"1.667","134.39","480.0","480.0","4896.0","8064.0","9504.0","10368.0","10944.0"
"cn-shenzhen","windows","vpc","true","ecs.t6-c1m4.2xlarge",8,32,0.32,40,"1.889","152.31","544.0","544.0","5548.8","9139.2","10771.2","11750.4","12403.2"
"cn-shenzhen","windows","vpc","true","ecs.hfg6.2xlarge",8,32,2.5,80,"2.2","295.67","1056.0","1056.0","10771.2","17740.8","20908.8","22809.6","24076.8"
"cn-shenzhen","windows","vpc","true","ecs.g6.2xlarge",8,32,2.5,80,"2.0","268.79","960.0","960.0","9792.0","16128.0","19008.0","20736.0","21888.0"
"cn-shenzhen","windows","vpc","true","ecs.g6e.2xlarge",8,32,10,160,"2.2","295.67","1056.0","1056.0","10771.2","17740.8","20908.8","22809.6","24076.8"
"cn-shenzhen","windows","vpc","true","ecs.s6-c1m4.2xlarge",8,32,1.2,60,"2.5","201.59","720.0","720.0","7344.0","12096.0","14256.0","15552.0","16416.0"
"cn-shenzhen","windows","vpc","true","ecs.r6e.2xlarge",8,64,10,160,"2.917","391.99","1400.0","1400.0","14280.0","23520.0","27720.0","30240.0","31920.0"
"cn-shenzhen","windows","vpc","true","ecs.r6.2xlarge",8,64,2.5,80,"2.65","356.15","1272.0","1272.0","12974.4","21369.6","25185.6","27475.2","29001.6"
"cn-shenzhen","windows","vpc","true","ecs.hfr6.2xlarge",8,64,2.5,80,"2.917","391.99","1400.0","1400.0","14280.0","23520.0","27720.0","30240.0","31920.0"
"cn-shenzhen","windows","vpc","true","ecs.c6.3xlarge",12,24,4,90,"2.34","314.15","1122.0","1122.0","11444.4","18849.6","22215.6","24235.2","25581.6"
"cn-shenzhen","windows","vpc","true","ecs.hfc6.3xlarge",12,24,4,90,"2.688","361.19","1290.0","1290.0","13158.0","21672.0","25542.0","27864.0","29412.0"
"cn-shenzhen","windows","vpc","true","ecs.hfg6.3xlarge",12,48,4,90,"3.3","443.51","1584.0","1584.0","16156.8","26611.2","31363.2","34214.4","36115.2"
"cn-shenzhen","windows","vpc","true","ecs.g6.3xlarge",12,48,4,90,"3.0","403.19","1440.0","1440.0","14688.0","24192.0","28512.0","31104.0","32832.0"
"cn-shenzhen","windows","vpc","true","ecs.hfr6.3xlarge",12,96,4,90,"4.375","587.99","2100.0","2100.0","21420.0","35280.0","41580.0","45360.0","47880.0"
"cn-shenzhen","windows","vpc","true","ecs.r6.3xlarge",12,96,4,90,"3.98","534.23","1908.0","1908.0","19461.6","32054.4","37778.4","41212.8","43502.4"
"cn-shenzhen","windows","vpc","true","ecs.hfc6.4xlarge",16,32,5,100,"3.583","481.59","1720.0","1720.0","17544.0","28896.0","34056.0","37152.0","39216.0"
"cn-shenzhen","windows","vpc","true","ecs.c6.4xlarge",16,32,5,100,"3.12","418.87","1496.0","1496.0","15259.2","25132.8","29620.8","32313.6","34108.8"
"cn-shenzhen","windows","vpc","true","ecs.c6e.4xlarge",16,32,10,300,"3.283","441.27","1576.0","1576.0","16075.2","26476.8","31204.8","34041.6","35932.8"
"cn-shenzhen","windows","vpc","true","ecs.g6e.4xlarge",16,64,10,300,"4.4","591.35","2112.0","2112.0","21542.4","35481.6","41817.6","45619.2","48153.6"
"cn-shenzhen","windows","vpc","true","ecs.g6.4xlarge",16,64,5,100,"4.0","537.59","1920.0","1920.0","19584.0","32256.0","38016.0","41472.0","43776.0"
"cn-shenzhen","windows","vpc","true","ecs.hfg6.4xlarge",16,64,5,100,"4.4","591.35","2112.0","2112.0","21542.4","35481.6","41817.6","45619.2","48153.6"
"cn-shenzhen","windows","vpc","true","ecs.hfr6.4xlarge",16,128,5,100,"5.833","783.99","2800.0","2800.0","28560.0","47040.0","55440.0","60480.0","63840.0"
"cn-shenzhen","windows","vpc","true","ecs.r6.4xlarge",16,128,5,100,"5.3","712.31","2544.0","2544.0","25948.8","42739.2","50371.2","54950.4","58003.2"
"cn-shenzhen","windows","vpc","true","ecs.r6e.4xlarge",16,128,10,300,"5.833","783.99","2800.0","2800.0","28560.0","47040.0","55440.0","60480.0","63840.0"
"cn-shenzhen","windows","vpc","true","ecs.d2s.5xlarge",20,88,12,160,"14.73","1187.75","4242.0","4242.0","43268.4","71265.6","83991.6","91627.2","96717.6"
"cn-shenzhen","windows","vpc","true","ecs.c6.6xlarge",24,48,7.5,150,"4.68","628.31","2244.0","2244.0","22888.8","37699.2","44431.2","48470.4","51163.2"
"cn-shenzhen","windows","vpc","true","ecs.hfc6.6xlarge",24,48,7.5,150,"5.375","722.39","2580.0","2580.0","26316.0","43344.0","51084.0","55728.0","58824.0"
"cn-shenzhen","windows","vpc","true","ecs.d2c.6xlarge",24,88,12,160,"11.458","923.99","3300.0","3300.0","33660.0","55440.0","65340.0","71280.0","75240.0"
"cn-shenzhen","windows","vpc","true","ecs.hfg6.6xlarge",24,96,7.5,150,"6.6","887.03","3168.0","3168.0","32313.6","53222.4","62726.4","68428.8","72230.4"
"cn-shenzhen","windows","vpc","true","ecs.g6.6xlarge",24,96,7.5,150,"6.0","806.39","2880.0","2880.0","29376.0","48384.0","57024.0","62208.0","65664.0"
"cn-shenzhen","windows","vpc","true","ecs.hfr6.6xlarge",24,192,7.5,150,"8.75","1175.99","4200.0","4200.0","42840.0","70560.0","83160.0","90720.0","95760.0"
"cn-shenzhen","windows","vpc","true","ecs.r6.6xlarge",24,192,7.5,150,"7.95","1068.47","3816.0","3816.0","38923.2","64108.8","75556.8","82425.6","87004.8"
"cn-shenzhen","windows","vpc","true","ecs.c6.8xlarge",32,64,10,200,"6.23","837.75","2992.0","2992.0","30518.4","50265.6","59241.6","64627.2","68217.6"
"cn-shenzhen","windows","vpc","true","ecs.hfc6.8xlarge",32,64,10,200,"7.167","963.19","3440.0","3440.0","35088.0","57792.0","68112.0","74304.0","78432.0"
"cn-shenzhen","windows","vpc","true","ecs.c6e.8xlarge",32,64,10,600,"6.567","882.55","3152.0","3152.0","32150.4","52953.6","62409.6","68083.2","71865.6"
"cn-shenzhen","windows","vpc","true","ecs.g6e.8xlarge",32,128,10,600,"8.8","1182.71","4224.0","4224.0","43084.8","70963.2","83635.2","91238.4","96307.2"
"cn-shenzhen","windows","vpc","true","ecs.g6.8xlarge",32,128,10,200,"8.0","1075.19","3840.0","3840.0","39168.0","64512.0","76032.0","82944.0","87552.0"
"cn-shenzhen","windows","vpc","true","ecs.hfg6.8xlarge",32,128,10,200,"8.8","1182.71","4224.0","4224.0","43084.8","70963.2","83635.2","91238.4","96307.2"
"cn-shenzhen","windows","vpc","true","ecs.r6e.8xlarge",32,256,10,600,"11.667","1567.99","5600.0","5600.0","57120.0","94080.0","110880.0","120960.0","127680.0"
"cn-shenzhen","windows","vpc","true","ecs.r6.8xlarge",32,256,10,200,"10.6","1424.63","5088.0","5088.0","51897.6","85478.4","100742.4","109900.8","116006.4"
"cn-shenzhen","windows","vpc","true","ecs.hfr6.8xlarge",32,256,10,200,"11.667","1567.99","5600.0","5600.0","57120.0","94080.0","110880.0","120960.0","127680.0"
"cn-shenzhen","windows","vpc","true","ecs.hfc6.10xlarge",40,96,12.5,300,"8.958","1203.99","4300.0","4300.0","43860.0","72240.0","85140.0","92880.0","98040.0"
"cn-shenzhen","windows","vpc","true","ecs.d2s.10xlarge",40,176,20,200,"29.46","2375.51","8484.0","8484.0","86536.8","142531.2","167983.2","183254.4","193435.2"
"cn-shenzhen","windows","vpc","true","ecs.hfg6.10xlarge",40,192,12.5,300,"11.0","1478.39","5280.0","5280.0","53856.0","88704.0","104544.0","114048.0","120384.0"
"cn-shenzhen","windows","vpc","true","ecs.hfr6.10xlarge",40,384,12.5,300,"14.583","1959.99","7000.0","7000.0","71400.0","117600.0","138600.0","151200.0","159600.0"
"cn-shenzhen","windows","vpc","true","ecs.d2c.12xlarge",48,176,20,200,"22.915","1847.99","6600.0","6600.0","67320.0","110880.0","130680.0","142560.0","150480.0"
"cn-shenzhen","windows","vpc","true","ecs.c6e.13xlarge",52,96,16,900,"10.671","1434.15","5122.0","5122.0","52244.4","86049.6","101415.6","110635.2","116781.6"
"cn-shenzhen","windows","vpc","true","ecs.c6.13xlarge",52,96,12.5,300,"10.13","1361.35","4862.0","4862.0","49592.4","81681.6","96267.6","105019.2","110853.6"
"cn-shenzhen","windows","vpc","true","ecs.g6e.13xlarge",52,192,16,900,"14.3","1921.91","6864.0","6864.0","70012.8","115315.2","135907.2","148262.4","156499.2"
"cn-shenzhen","windows","vpc","true","ecs.g6.13xlarge",52,192,12.5,300,"13.0","1747.19","6240.0","6240.0","63648.0","104832.0","123552.0","134784.0","142272.0"
"cn-shenzhen","windows","vpc","true","ecs.r6e.13xlarge",52,384,16,900,"18.958","2547.99","9100.0","9100.0","92820.0","152880.0","180180.0","196560.0","207480.0"
"cn-shenzhen","windows","vpc","true","ecs.re6.13xlarge",52,768,10,180,"25.675","3450.71","12324.0","12324.0","125704.8","207043.2","244015.2","266198.4","280987.2"
"cn-shenzhen","windows","vpc","true","ecs.hfc6.16xlarge",64,128,20,400,"14.333","1926.39","6880.0","6880.0","70176.0","115584.0","136224.0","148608.0","156864.0"
"cn-shenzhen","windows","vpc","true","ecs.hfg6.16xlarge",64,256,20,400,"17.6","2365.43","8448.0","8448.0","86169.6","141926.4","167270.4","182476.8","192614.4"
"cn-shenzhen","windows","vpc","true","ecs.hfr6.16xlarge",64,512,20,400,"23.333","3135.99","11200.0","11200.0","114240.0","188160.0","221760.0","241920.0","255360.0"
"cn-shenzhen","windows","vpc","true","ecs.hfc6.20xlarge",80,192,25,600,"17.917","2407.99","8600.0","8600.0","87720.0","144480.0","170280.0","185760.0","196080.0"
"cn-shenzhen","windows","vpc","true","ecs.ebmhfc6.20xlarge",80,192,30,600,"17.917","2407.99","8600.0","8600.0","87720.0","144480.0","170280.0","185760.0","196080.0"
"cn-shenzhen","windows","vpc","true","ecs.d2s.20xlarge",80,352,35,450,"58.92","4751.03","16968.0","16968.0","173073.6","285062.4","335966.4","366508.8","386870.4"
"cn-shenzhen","windows","vpc","true","ecs.hfg6.20xlarge",80,384,25,600,"22.0","2956.79","10560.0","10560.0","107712.0","177408.0","209088.0","228096.0","240768.0"
"cn-shenzhen","windows","vpc","true","ecs.ebmhfg6.20xlarge",80,384,30,600,"22.0","2956.79","10560.0","10560.0","107712.0","177408.0","209088.0","228096.0","240768.0"
"cn-shenzhen","windows","vpc","true","ecs.hfr6.20xlarge",80,768,25,600,"29.167","3919.99","14000.0","14000.0","142800.0","235200.0","277200.0","302400.0","319200.0"
"cn-shenzhen","windows","vpc","true","ecs.ebmhfr6.20xlarge",80,768,30,600,"29.167","3919.99","14000.0","14000.0","142800.0","235200.0","277200.0","302400.0","319200.0"
"cn-shenzhen","windows","vpc","true","ecs.d2c.24xlarge",96,352,35,450,"45.83","3695.99","13200.0","13200.0","134640.0","221760.0","261360.0","285120.0","300960.0"
"cn-shenzhen","windows","vpc","true","ecs.c6e.26xlarge",104,192,32,2400,"21.342","2868.31","10244.0","10244.0","104488.8","172099.2","202831.2","221270.4","233563.2"
"cn-shenzhen","windows","vpc","true","ecs.c6.26xlarge",104,192,25,600,"20.26","2722.71","9724.0","9724.0","99184.8","163363.2","192535.2","210038.4","221707.2"
"cn-shenzhen","windows","vpc","true","ecs.ebmc6.26xlarge",104,192,30,600,"20.26","2722.71","9724.0","9724.0","99184.8","163363.2","192535.2","210038.4","221707.2"
"cn-shenzhen","windows","vpc","true","ecs.ebmg6.26xlarge",104,384,30,600,"26.0","3494.39","12480.0","12480.0","127296.0","209664.0","247104.0","269568.0","284544.0"
"cn-shenzhen","windows","vpc","true","ecs.g6.26xlarge",104,384,25,600,"26.0","3494.39","12480.0","12480.0","127296.0","209664.0","247104.0","269568.0","284544.0"
"cn-shenzhen","windows","vpc","true","ecs.ebmr6.26xlarge",104,768,30,600,"34.45","4630.07","16536.0","16536.0","168667.2","277804.8","327412.8","357177.6","377020.8"
"cn-shenzhen","windows","vpc","true","ecs.r6.26xlarge",104,768,25,600,"34.45","4630.07","16536.0","16536.0","168667.2","277804.8","327412.8","357177.6","377020.8"
"cn-shenzhen","windows","vpc","true","ecs.re6.26xlarge",104,1536,16,300,"51.35","6901.43","24648.0","24648.0","251409.6","414086.4","488030.4","532396.8","561974.4"
"cn-shenzhen","windows","vpc","true","ecs.re6.52xlarge",208,3072,32,600,"102.7","13802.87","49296.0","49296.0","502819.2","828172.8","976060.8","1064793.6","1123948.8"
"cn-shenzhen","windows","vpc","true","ecs.t5-lc2m1.nano",1,0.5,0.1,4,"0.063","5.03","18.0","17.1","162.0","259.2","291.6","311.04","324.0"
"cn-shenzhen","windows","vpc","true","ecs.t5-lc1m1.small",1,1,0.2,6,"0.083","6.71","24.0","22.8","216.0","345.6","388.8","414.72","432.0"
"cn-shenzhen","windows","vpc","true","ecs.t5-lc1m2.small",1,2,0.2,6,"0.167","13.43","48.0","45.6","432.0","691.2","777.6","829.44","864.0"
"cn-shenzhen","windows","vpc","true","ecs.ic5.large",2,2,1,30,"0.59","47.59","170.0","170.0","1734.0","2856.0","3366.0","3672.0","3876.0"
"cn-shenzhen","windows","vpc","true","ecs.t5-c1m1.large",2,2,0.5,10,"0.29","23.23","83.0","78.85","747.0","1195.2","1344.6","1434.24","1494.0"
"cn-shenzhen","windows","vpc","true","ecs.t5-lc1m2.large",2,4,0.4,10,"0.333","26.87","96.0","91.2","864.0","1382.4","1555.2","1658.88","1728.0"
"cn-shenzhen","windows","vpc","true","ecs.t5-c1m2.large",2,4,0.5,10,"0.4","32.47","116.0","110.2","1044.0","1670.4","1879.2","2004.48","2088.0"
"cn-shenzhen","windows","vpc","true","ecs.c5.large",2,4,1,20,"0.62","50.11","179.0","179.0","1825.8","3007.2","3544.2","3866.4","4081.2"
